1.217441558837890625e+01,4.721673583984375000e+01
1.217152309417724609e+01,4.722533416748046875e+01
1.217152309417724609e+01,4.722533416748046875e+01
1.217152309417724609e+01,4.722533416748046875e+01
1.217152309417724609e+01,4.722533416748046875e+01
1.217152309417724609e+01,4.722533416748046875e+01
1.216252136230468750e+01,4.724037170410156250e+01
1.216252136230468750e+01,4.724037170410156250e+01
1.216252136230468750e+01,4.724037170410156250e+01
1.216252136230468750e+01,4.724037170410156250e+01
1.215962409973144531e+01,4.724896240234375000e+01
1.214677906036376953e+01,4.725066375732421875e+01
1.214677906036376953e+01,4.725066375732421875e+01
1.214677906036376953e+01,4.725066375732421875e+01
1.214387798309326172e+01,4.725925064086914062e+01
1.214387798309326172e+01,4.725925064086914062e+01
1.214387798309326172e+01,4.725925064086914062e+01
1.213102626800537109e+01,4.726095199584960938e+01
1.213102626800537109e+01,4.726095199584960938e+01
1.212812328338623047e+01,4.726953887939453125e+01
1.212812328338623047e+01,4.726953887939453125e+01
1.212812328338623047e+01,4.726953887939453125e+01
1.212812328338623047e+01,4.726953887939453125e+01
1.211235809326171875e+01,4.727981948852539062e+01
1.211235809326171875e+01,4.727981948852539062e+01
1.211908531188964844e+01,4.728456878662109375e+01
1.211908531188964844e+01,4.728456878662109375e+01
1.211908531188964844e+01,4.728456878662109375e+01
1.210330963134765625e+01,4.729484558105468750e+01
1.210330963134765625e+01,4.729484558105468750e+01
1.210330963134765625e+01,4.729484558105468750e+01
1.210330963134765625e+01,4.729484558105468750e+01
1.210039710998535156e+01,4.730342864990234375e+01
1.210039710998535156e+01,4.730342864990234375e+01
1.208752441406250000e+01,4.730511856079101562e+01
1.208752441406250000e+01,4.730511856079101562e+01
1.208460903167724609e+01,4.731369781494140625e+01
1.208460903167724609e+01,4.731369781494140625e+01
1.208460903167724609e+01,4.731369781494140625e+01
1.208460903167724609e+01,4.731369781494140625e+01
1.207173061370849609e+01,4.731538772583007812e+01
1.206881046295166016e+01,4.732396697998046875e+01
1.206881046295166016e+01,4.732396697998046875e+01
1.206881046295166016e+01,4.732396697998046875e+01
1.207553577423095703e+01,4.732872009277343750e+01
1.205972671508789062e+01,4.733898544311523438e+01
1.205972671508789062e+01,4.733898544311523438e+01
1.205972671508789062e+01,4.733898544311523438e+01
1.205972671508789062e+01,4.733898544311523438e+01
1.205972671508789062e+01,4.733898544311523438e+01
1.205680274963378906e+01,4.734755706787109375e+01
1.204390811920166016e+01,4.734924697875976562e+01
