1.156000000000000050e+01,4.721000000000000085e+01
1.156010000000000026e+01,4.721050000000000324e+01
1.156020000000000003e+01,4.721099999999999852e+01
1.156029999999999980e+01,4.721150000000000091e+01
1.156040000000000134e+01,4.721200000000000330e+01
1.156049999999999933e+01,4.721249999999999858e+01
1.156060000000000088e+01,4.721300000000000097e+01
1.156070000000000064e+01,4.721350000000000335e+01
1.156080000000000041e+01,4.721399999999999864e+01
1.156090000000000018e+01,4.721450000000000102e+01
1.156100000000000172e+01,4.721500000000000341e+01
1.156109999999999971e+01,4.721549999999999869e+01
1.156120000000000125e+01,4.721600000000000108e+01
1.156130000000000102e+01,4.721650000000000347e+01
1.156140000000000079e+01,4.721699999999999875e+01
1.156150000000000055e+01,4.721750000000000114e+01
1.156160000000000032e+01,4.721800000000000352e+01
1.156170000000000009e+01,4.721849999999999881e+01
1.156179999999999986e+01,4.721900000000000119e+01
1.156190000000000140e+01,4.721950000000000358e+01
1.156199999999999939e+01,4.721999999999999886e+01
1.156210000000000093e+01,4.722050000000000125e+01
1.156220000000000070e+01,4.722100000000000364e+01
1.156230000000000047e+01,4.722149999999999892e+01
1.156240000000000023e+01,4.722200000000000131e+01
1.156250000000000178e+01,4.722250000000000369e+01
1.156259999999999977e+01,4.722299999999999898e+01
1.156270000000000131e+01,4.722350000000000136e+01
1.156280000000000108e+01,4.722400000000000375e+01
1.156290000000000084e+01,4.722449999999999903e+01
1.156300000000000061e+01,4.722500000000000142e+01
1.156310000000000038e+01,4.722550000000000381e+01
1.156320000000000014e+01,4.722599999999999909e+01
1.156329999999999991e+01,4.722650000000000148e+01
1.156340000000000146e+01,4.722700000000000387e+01
1.156349999999999945e+01,4.722749999999999915e+01
1.156360000000000099e+01,4.722800000000000153e+01
1.156370000000000076e+01,4.722850000000000392e+01
1.156380000000000052e+01,4.722899999999999920e+01
1.156390000000000029e+01,4.722950000000000159e+01
1.156400000000000183e+01,4.723000000000000398e+01
1.156409999999999982e+01,4.723049999999999926e+01
1.156420000000000137e+01,4.723100000000000165e+01
1.156430000000000113e+01,4.723150000000000404e+01
1.156440000000000090e+01,4.723199999999999932e+01
1.156450000000000067e+01,4.723250000000000171e+01
1.156460000000000043e+01,4.723300000000000409e+01
1.156470000000000020e+01,4.723349999999999937e+01
1.156479999999999997e+01,4.723400000000000176e+01
1.156490000000000151e+01,4.723450000000000415e+01
1.156499999999999950e+01,4.723499999999999943e+01
1.156510000000000105e+01,4.723550000000000182e+01
1.156520000000000081e+01,4.723600000000000421e+01
1.156530000000000058e+01,4.723649999999999949e+01
1.156540000000000035e+01,4.723700000000000188e+01
1.156550000000000189e+01,4.723750000000000426e+01
1.156559999999999988e+01,4.723799999999999955e+01
1.156570000000000142e+01,4.723850000000000193e+01
1.156580000000000119e+01,4.723900000000000432e+01
1.156590000000000096e+01,4.723949999999999960e+01
1.156600000000000072e+01,4.724000000000000199e+01
1.156610000000000049e+01,4.724050000000000438e+01
1.156620000000000026e+01,4.724099999999999966e+01
1.156630000000000003e+01,4.724150000000000205e+01
1.156639999999999979e+01,4.724199999999999733e+01
1.156649999999999956e+01,4.724249999999999972e+01
1.156660000000000110e+01,4.724300000000000210e+01
1.156669999999999909e+01,4.724349999999999739e+01
1.156680000000000064e+01,4.724399999999999977e+01
1.156690000000000040e+01,4.724450000000000216e+01
1.156700000000000017e+01,4.724499999999999744e+01
1.156709999999999994e+01,4.724549999999999983e+01
1.156720000000000148e+01,4.724600000000000222e+01
1.156729999999999947e+01,4.724649999999999750e+01
1.156740000000000101e+01,4.724699999999999989e+01
1.156750000000000078e+01,4.724750000000000227e+01
1.156760000000000055e+01,4.724799999999999756e+01
1.156770000000000032e+01,4.724849999999999994e+01
1.156780000000000008e+01,4.724900000000000233e+01
1.156789999999999985e+01,4.724949999999999761e+01
1.156799999999999962e+01,4.725000000000000000e+01
1.156810000000000116e+01,4.725050000000000239e+01
1.156819999999999915e+01,4.725099999999999767e+01
1.156830000000000069e+01,4.725150000000000006e+01
1.156840000000000046e+01,4.725200000000000244e+01
1.156850000000000023e+01,4.725249999999999773e+01
1.156859999999999999e+01,4.725300000000000011e+01
1.156870000000000154e+01,4.725350000000000250e+01
1.156879999999999953e+01,4.725399999999999778e+01
1.156890000000000107e+01,4.725450000000000017e+01
1.156900000000000084e+01,4.725500000000000256e+01
1.156910000000000061e+01,4.725549999999999784e+01
1.156920000000000037e+01,4.725600000000000023e+01
1.156930000000000014e+01,4.725650000000000261e+01
1.156939999999999991e+01,4.725699999999999790e+01
1.156949999999999967e+01,4.725750000000000028e+01
1.156960000000000122e+01,4.725800000000000267e+01
1.156969999999999921e+01,4.725849999999999795e+01
1.156980000000000075e+01,4.725900000000000034e+01
1.156990000000000052e+01,4.725950000000000273e+01
1.157000000000000028e+01,4.725999999999999801e+01
1.157010000000000005e+01,4.726050000000000040e+01
1.157020000000000159e+01,4.726100000000000279e+01
1.157029999999999959e+01,4.726149999999999807e+01
1.157040000000000113e+01,4.726200000000000045e+01
1.157050000000000090e+01,4.726250000000000284e+01
1.157060000000000066e+01,4.726299999999999812e+01
